Fighter_Name,Height,Reach,Wins,Losses,Draws,Str_Acc,Str_Def,Wins_DQ,Wins_Decision,Wins_KO_TKO,Wins_Submission,Wins_Round_1,Wins_Round_2,Wins_Round_3,Wins_Round_4,Wins_Round_5
Yorgan De Castro,72.0,74.0,6,3,0,43.0,53.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Geraldo de Freitas,67.0,72.0,12,6,0,52.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Montana De La Rosa,67.0,68.0,13,9,1,37.0,45.0,0.0,2.0,1.0,3.0,1.0,2.0,3.0,0.0,0.0
Mark De La Rosa,66.0,65.0,11,5,0,35.0,48.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Mike de la Torre,71.0,71.0,14,7,0,39.0,51.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Rodrigo de Lima,67.0,0.0,8,3,1,33.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jair De Oliveira,69.0,69.0,6,1,0,60.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isabela de Padua,63.0,64.0,5,2,0,35.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gloria de Paula,65.0,67.0,6,5,0,53.0,66.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Reinier de Ridder,76.0,78.0,21,4,0,48.0,46.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0
Carl Deaton,67.0,69.0,17,7,0,31.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wallen Del Rosario,64.0,67.0,8,2,0,32.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yadier del Valle,69.0,69.0,10,1,0,60.0,55.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Jose Delano,68.0,70.0,16,3,0,65.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Humberto DeLeon,0.0,0.0,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Delgado,71.0,74.0,10,2,0,54.0,47.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Ante Delija,75.0,78.0,26,8,0,38.0,52.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Jack Della Maddalena,71.0,73.0,18,3,0,51.0,63.0,0.0,3.0,4.0,1.0,4.0,0.0,3.0,0.0,1.0
Jon Delos Reyes,66.0,67.0,8,5,0,38.0,51.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Vanessa Demopoulos,62.0,59.0,11,8,0,39.0,41.0,0.0,4.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0
Chris Dempsey,70.0,72.0,11,5,0,32.0,65.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mackenzie Dern,64.0,63.0,16,5,0,41.0,51.0,0.0,6.0,0.0,5.0,4.0,0.0,5.0,0.0,2.0
Robelis Despaigne,79.0,84.0,5,2,0,59.0,46.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Alessio Di Chirico,72.0,74.0,13,7,0,39.0,61.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0
Micol Di Segni,63.0,60.0,7,3,0,40.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Diakiese,70.0,73.0,17,7,0,40.0,52.0,0.0,6.0,2.0,0.0,1.0,1.0,6.0,0.0,0.0
Tyler Diamond,67.0,69.0,9,1,0,47.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blood Diamond,71.0,76.0,3,3,0,55.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor Dias,66.0,69.0,11,3,0,44.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Felipe Dias,70.0,74.0,17,5,0,38.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magno Dias,65.0,67.0,6,2,0,45.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian Diaz,70.0,0.0,11,4,1,42.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ozzy Diaz,76.0,79.0,10,3,0,50.0,59.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Juan Diaz,68.0,69.0,15,1,1,39.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ding Meng,74.0,73.0,34,9,0,50.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jhonata Diniz,76.0,79.0,9,2,0,56.0,56.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
Rico DiSciullo,68.0,0.0,9,2,0,33.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Dixon,70.0,75.0,9,1,0,43.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russell Doane,67.0,70.0,15,8,0,40.0,53.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Drew Dober,68.0,70.0,29,15,0,41.0,53.0,0.0,3.0,11.0,1.0,7.0,3.0,5.0,0.0,0.0
Shana Dobson,66.0,69.0,4,5,0,37.0,50.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
AJ Dobson,73.0,76.0,7,3,0,46.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Roman Dolidze,74.0,76.0,15,4,0,41.0,48.0,0.0,4.0,5.0,0.0,4.0,1.0,3.0,0.0,1.0
Cameron Dollar,71.0,0.0,11,5,0,38.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Donaldson,68.0,0.0,2,2,0,23.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniil Donchenko,71.0,71.0,14,2,0,60.0,72.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Dong Huaxiang,63.0,61.0,12,3,0,59.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Dos Santos,70.0,0.0,6,4,0,51.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acacio Dos Santos,76.0,79.0,14,5,0,41.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rayanne dos Santos,62.0,62.0,14,9,0,40.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felipe dos Santos,67.0,70.0,8,3,0,39.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Tiago dos Santos e Silva,69.0,70.0,20,7,2,35.0,59.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Oleksandr Doskalchuk,66.0,0.0,10,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lerryan Douglas,69.0,72.0,13,5,0,87.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cedric Doumbe,70.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Drago,70.0,71.0,7,3,0,29.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Drilich,65.0,65.0,8,2,0,31.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Driscoll,71.0,74.0,12,3,0,32.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dricus Du Plessis,73.0,76.0,23,3,0,48.0,52.0,0.0,3.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0
Antonio Duarte,67.0,0.0,19,7,0,40.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yuneisy Duben,64.0,65.0,6,1,0,48.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthieu Duclos,75.0,77.0,6,3,0,37.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emily Ducote,62.0,63.0,13,9,0,52.0,57.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Viktoriia Dudakova,65.0,67.0,8,2,0,47.0,50.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Milana Dudieva,63.0,0.0,11,6,0,31.0,58.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Adin Duenas,66.0,0.0,6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Duffy,70.0,73.0,16,5,0,34.0,54.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0
Jack Duffy,67.0,69.0,7,1,0,69.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexis Dufresne,69.0,0.0,6,3,0,27.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Islam Dulatov,75.0,75.0,12,1,0,54.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Isaac Dulgarian,67.0,71.0,7,2,0,63.0,40.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Sedriques Dumas,74.0,79.0,10,4,0,44.0,55.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Norma Dumont,67.0,67.0,13,2,0,50.0,65.0,0.0,9.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0
Chris Duncan,70.0,71.0,15,2,0,46.0,51.0,0.0,3.0,0.0,3.0,2.0,1.0,3.0,0.0,0.0
Christian Leroy Duncan,74.0,79.0,13,2,0,58.0,51.0,0.0,1.0,5.0,0.0,2.0,3.0,1.0,0.0,0.0
Tom Duquesnoy,67.0,68.0,16,2,0,45.0,62.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Albert Duraev,71.0,75.0,16,5,0,40.0,59.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Cody Durden,67.0,67.0,17,10,1,44.0,50.0,0.0,4.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0
Rilley Dutro,68.0,0.0,11,4,0,54.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Merab Dvalishvili,66.0,68.0,21,5,0,41.0,54.0,0.0,12.0,1.0,1.0,0.0,1.0,9.0,0.0,4.0
David Dvorak,65.0,68.0,20,6,0,43.0,59.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
Matt Dwyer,76.0,76.0,9,4,0,34.0,54.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Rolando Dy,68.0,69.0,9,7,1,37.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Shanelle Dyer,66.0,65.0,6,1,0,41.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody East,75.0,0.0,12,3,0,43.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roybert Echeverria,65.0,67.0,7,1,0,53.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdul-Kerim Edilov,74.0,0.0,17,4,0,61.0,92.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Leon Edwards,74.0,74.0,22,6,0,54.0,52.0,0.0,10.0,3.0,1.0,1.0,0.0,7.0,0.0,6.0
Te Edwards,68.0,72.0,6,3,0,41.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adli Edwards,0.0,0.0,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joselyne Edwards,68.0,70.0,17,6,0,53.0,50.0,0.0,4.0,2.0,2.0,2.0,1.0,5.0,0.0,0.0
Stephanie Egger,66.0,68.0,8,5,0,46.0,52.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0
Evan Elder,70.0,72.0,10,2,0,50.0,57.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
Billy Elekana,75.0,77.0,10,2,0,56.0,46.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0
Joao Elias,63.0,64.0,17,4,1,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Elliott,67.0,66.0,22,13,1,44.0,57.0,0.0,7.0,0.0,3.0,1.0,2.0,7.0,0.0,0.0
Oban Elliott,72.0,72.0,12,4,0,48.0,61.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
Elisha Ellison,72.0,78.0,5,2,0,33.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Else,69.0,71.0,10,6,0,40.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Ely,68.0,0.0,5,2,0,15.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sovannahry Em,64.0,0.0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramazan Emeev,70.0,76.0,20,6,0,45.0,65.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Jamall Emmers,70.0,74.0,22,8,0,49.0,57.0,0.0,3.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0
Kolton Englund,70.0,69.0,9,4,0,25.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Enkamp,72.0,77.0,7,2,0,36.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Enlund,70.0,0.0,14,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ian Entwistle,65.0,0.0,9,3,0,7.0,31.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Andy Enz,75.0,78.0,10,4,0,23.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yuji Ephoevi-Ga,72.0,75.0,11,1,0,71.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Epps,0.0,0.0,6,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdellah Er-Ramy,72.0,74.0,7,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Erceg,68.0,68.0,13,4,0,45.0,52.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0
Julian Erosa,73.0,74.0,31,13,0,48.0,48.0,0.0,3.0,2.0,4.0,4.0,0.0,5.0,0.0,0.0
Jarno Errens,71.0,73.0,14,6,1,44.0,61.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ivan Erslan,74.0,72.0,14,6,0,46.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carla Esparza,61.0,63.0,20,8,0,39.0,54.0,0.0,8.0,1.0,1.0,0.0,1.0,8.0,0.0,1.0
Jordan Espinosa,66.0,69.0,15,9,0,52.0,57.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Rafael Estevam,68.0,69.0,14,0,0,54.0,47.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Achilles Estremadura,70.0,68.0,7,1,0,43.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaun Etchell,67.0,68.0,7,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashlee Evans-Smith,68.0,67.0,6,6,0,34.0,53.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
Movsar Evloev,67.0,72.0,19,0,0,48.0,60.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
Andre Ewell,68.0,75.0,17,9,0,40.0,51.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Chris Ewert,72.0,75.0,7,1,0,37.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethyn Ewing,66.0,69.0,9,2,0,52.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Manuel Exposito,67.0,68.0,13,3,0,27.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jessica Eye,66.0,66.0,15,11,0,37.0,55.0,0.0,4.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0
Melinda Fabian,66.0,66.0,4,4,2,41.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rinat Fakhretdinov,72.0,74.0,24,1,1,52.0,54.0,0.0,4.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0
Pedro Falcao,66.0,66.0,16,5,0,48.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kalindra Faria,67.0,0.0,18,8,1,56.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jair Farias,73.0,76.0,10,1,0,39.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rico Farrington,76.0,79.0,7,3,0,41.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Felipe,72.0,75.0,11,2,0,45.0,50.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Feng Xiaocan,67.0,67.0,10,4,0,49.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Ferguson,65.0,0.0,10,5,0,43.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriella Fernandes,66.0,66.0,11,3,0,48.0,52.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
Kaue Fernandes,69.0,73.0,11,2,0,55.0,62.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0
Luke Fernandez,73.0,76.0,6,1,0,58.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Fernando,75.0,80.0,9,2,0,51.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erisson Ferreira,66.0,70.0,12,2,0,32.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brunno Ferreira,70.0,72.0,15,3,0,50.0,51.0,0.0,1.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0
Timo Feucht,75.0,79.0,8,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Fialho,72.0,74.0,16,8,0,41.0,45.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Michal Figlak,70.0,70.0,8,2,0,39.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deiveson Figueiredo,65.0,68.0,25,6,1,53.0,49.0,0.0,6.0,4.0,4.0,3.0,5.0,5.0,0.0,1.0
Francisco Figueiredo,66.0,68.0,13,5,1,61.0,61.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Jonathan Figueroa,0.0,0.0,16,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jafel Filho,67.0,68.0,17,4,0,41.0,50.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
Andre Fili,71.0,74.0,25,12,0,37.0,51.0,0.0,9.0,4.0,0.0,3.0,1.0,9.0,0.0,0.0
Torrez Finney,68.0,75.0,11,1,0,54.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nick Fiore,70.0,72.0,6,2,0,46.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manon Fiorot,67.0,65.0,13,2,0,42.0,66.0,0.0,5.0,3.0,0.0,1.0,2.0,4.0,0.0,1.0
Chris Fishgold,68.0,68.0,18,4,1,32.0,46.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Rafael Fiziev,68.0,71.0,13,5,0,52.0,49.0,0.0,4.0,3.0,0.0,1.0,0.0,5.0,0.0,1.0
AJ Fletcher,70.0,67.0,10,3,0,49.0,46.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Nathan Fletcher,67.0,70.0,9,3,0,59.0,57.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Jimmy Flick,67.0,68.0,17,9,0,50.0,43.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
Luke Flores,72.0,73.0,9,2,0,44.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ty Flores,75.0,73.0,7,3,0,37.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alejandro Flores,70.0,73.0,17,3,0,40.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darrius Flowers,69.0,71.0,12,8,1,49.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Floyd,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rob Font,68.0,71.0,22,10,0,45.0,57.0,0.0,5.0,6.0,1.0,4.0,3.0,4.0,0.0,1.0
Raheam Forest,71.0,73.0,7,2,0,38.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carol Foro,62.0,61.0,9,1,0,55.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renee Forte,67.0,71.0,8,4,0,32.0,63.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Brianna Fortino,60.0,62.0,9,3,0,41.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Tyrell Fortune,0.0,0.0,17,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glaico Franca Moreira,72.0,77.0,15,5,0,42.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Felipe Franco,73.0,76.0,8,1,0,71.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xavier Franklin,66.0,66.0,5,1,0,33.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephanie Frausto,62.0,61.0,8,7,0,21.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary Frazier,72.0,0.0,3,3,0,39.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Frazier,72.0,75.0,10,3,0,66.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kennedy Freeman,0.0,0.0,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denzel Freeman,73.0,77.0,7,2,0,56.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Willamy Freire,68.0,0.0,26,6,0,37.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patricio Freire,66.0,67.0,37,8,0,43.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Josh Fremd,76.0,76.0,11,6,0,44.0,47.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Matt Frevola,69.0,71.0,11,6,1,39.0,56.0,0.0,2.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0
Artem Frolov,70.0,0.0,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sarah Frota,66.0,69.0,9,2,0,52.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Frunza,73.0,73.0,9,4,0,38.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allen Frye Jr.,77.0,80.0,6,1,0,38.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Fugitt,73.0,77.0,10,6,0,46.0,51.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Masio Fullen,70.0,70.0,11,7,0,32.0,54.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Gustavo Gabriel,66.0,0.0,13,1,0,65.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claudia Gadelha,64.0,63.0,18,5,0,41.0,57.0,0.0,6.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0
Magomed Gadzhiyasulov,74.0,75.0,9,1,0,49.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Justin Gaethje,71.0,70.0,27,5,0,58.0,51.0,0.0,4.0,6.0,0.0,3.0,2.0,3.0,0.0,2.0
Sheila Gaff,65.0,0.0,9,7,0,50.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muin Gafurov,67.0,68.0,20,7,0,47.0,55.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Mickey Gall,74.0,74.0,7,7,0,49.0,49.0,0.0,1.0,0.0,5.0,4.0,1.0,1.0,0.0,0.0
Tom Gallicchio,70.0,0.0,19,10,0,26.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joey Gambino,67.0,0.0,9,2,0,35.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateusz Gamrot,70.0,70.0,25,4,0,51.0,59.0,0.0,4.0,3.0,1.0,1.0,3.0,3.0,0.0,1.0
Shamil Gamzatov,74.0,76.0,14,1,0,48.0,51.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ryan Gandra,73.0,74.0,9,1,0,50.0,81.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Ciryl Gane,76.0,81.0,13,2,0,61.0,60.0,0.0,4.0,4.0,2.0,1.0,2.0,5.0,0.0,2.0
Tommy Gantt,71.0,76.0,11,0,0,100.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduardo Garagorri,69.0,70.0,13,2,0,51.0,58.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Cody Garbrandt,68.0,65.0,15,7,0,40.0,58.0,0.0,4.0,6.0,0.0,4.0,1.0,4.0,0.0,1.0
Alex Garcia,69.0,72.0,15,6,0,31.0,59.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0
Steve Garcia,72.0,75.0,19,5,0,49.0,59.0,0.0,1.0,7.0,0.0,4.0,3.0,1.0,0.0,0.0
Elias Garcia,65.0,67.0,6,2,0,27.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
